analysis,mass,intensity
20240815_67_BVCZ_2,149545.875,131765.201715908
20240815_67_BVCZ_2,149545.875,131449.854304439
20240815_67_BVCZ_2,149546.46875,130998.230310624
20240815_67_BVCZ_2,149546.484375,130966.999915411
20240815_67_BVCZ_2,149546.59375,130247.439705348
20240815_67_BVCZ_2,149546.8125,129883.734560081
20240815_67_BVCZ_2,149546.84375,129591.282746067
20240815_67_BVCZ_2,149547.421875,129130.945966031
20240815_67_BVCZ_2,149547.421875,129119.59721822
20240815_67_BVCZ_2,149547.5,128342.995783142
20240815_67_BVCZ_2,149547.75,127969.078215623
20240815_67_BVCZ_2,149547.796875,127589.001116666
20240815_67_BVCZ_2,149548.34375,127171.694391442
20240815_67_BVCZ_2,149548.390625,127249.300487305
20240815_67_BVCZ_2,149548.40625,126465.066690775
20240815_67_BVCZ_2,149548.6875,126038.286087249
20240815_67_BVCZ_2,149548.734375,125569.314069284
20240815_67_BVCZ_2,149549.296875,125125.682113635
20240815_67_BVCZ_2,149549.34375,125206.014595589
20240815_67_BVCZ_2,149549.34375,124437.057955156
20240815_67_BVCZ_2,149549.625,124020.888943697
20240815_67_BVCZ_2,149549.6875,123519.128530535
20240815_67_BVCZ_2,149550.21875,123082.000104173
20240815_67_BVCZ_2,149550.265625,123130.813593513
20240815_67_BVCZ_2,149550.3125,122601.189298573
20240815_67_BVCZ_2,149550.5625,121933.753869959
20240815_67_BVCZ_2,149550.640625,121395.473770176
20240815_67_BVCZ_2,149551.15625,120970.587259637
20240815_67_BVCZ_2,149551.171875,121035.85791088
20240815_67_BVCZ_2,149551.265625,120491.934582902
20240815_67_BVCZ_2,149551.515625,119814.848891205
20240815_67_BVCZ_2,149551.59375,119327.009221937
20240815_67_BVCZ_2,149552.078125,118925.746177334
20240815_67_BVCZ_2,149552.109375,119002.86535278
20240815_67_BVCZ_2,149552.21875,118445.501415464
20240815_67_BVCZ_2,149552.453125,117761.376783045
20240815_67_BVCZ_2,149552.546875,117295.18482768
20240815_67_BVCZ_2,149553.015625,116911.297481262
20240815_67_BVCZ_2,149553.03125,116968.964008772
20240815_67_BVCZ_2,149553.1875,116453.183613144
20240815_67_BVCZ_2,149553.390625,115802.692165062
20240815_67_BVCZ_2,149553.5,115346.586809412
20240815_67_BVCZ_2,149553.953125,115012.593750094
20240815_67_BVCZ_2,149553.9375,115036.198455464
20240815_67_BVCZ_2,149554.140625,114530.561621272
20240815_67_BVCZ_2,149554.328125,113855.072838345
20240815_67_BVCZ_2,149554.4375,113437.223181485
20240815_67_BVCZ_2,149554.875,113129.627894207
20240815_67_BVCZ_2,149554.890625,113140.054869585
20240815_67_BVCZ_2,149555.109375,112640.988793715
20240815_67_BVCZ_2,149555.28125,112045.140647402
20240815_67_BVCZ_2,149555.390625,111652.785028276
20240815_67_BVCZ_2,149555.796875,111400.415945395
20240815_67_BVCZ_2,149555.796875,111460.390267611
20240815_67_BVCZ_2,149556.0625,111023.725283334
20240815_67_BVCZ_2,149556.21875,110492.186757566
20240815_67_BVCZ_2,149556.34375,110248.515597332
20240815_67_BVCZ_2,149556.703125,109912.299596888
20240815_67_BVCZ_2,149556.734375,110066.561580083
20240815_67_BVCZ_2,149557.015625,109655.448202203
20240815_67_BVCZ_2,149557.15625,109167.394356645
20240815_67_BVCZ_2,149557.296875,109119.933089416
20240815_67_BVCZ_2,149557.640625,108790.041413964
20240815_67_BVCZ_2,149557.671875,108995.352283242
20240815_67_BVCZ_2,149557.984375,108633.636420791
20240815_67_BVCZ_2,149558.09375,108134.98275369
20240815_67_BVCZ_2,149558.234375,108111.838935567
20240815_67_BVCZ_2,149558.5625,107847.160910911
20240815_67_BVCZ_2,149558.59375,108115.439337012
20240815_67_BVCZ_2,149558.953125,107802.51705616
20240815_67_BVCZ_2,149559.046875,107616.172881499
20240815_67_BVCZ_2,149559.1875,107268.846415773
20240815_67_BVCZ_2,149559.484375,107026.578097763
20240815_67_BVCZ_2,149559.53125,107293.008288975
20240815_67_BVCZ_2,149559.90625,107004.74987218
20240815_67_BVCZ_2,149559.984375,106842.662379702
20240815_67_BVCZ_2,149560.15625,106573.778530209
20240815_67_BVCZ_2,149560.40625,106381.771741616
20240815_67_BVCZ_2,149560.453125,106188.759991582
20240815_67_BVCZ_2,149560.859375,106304.955005139
20240815_67_BVCZ_2,149560.921875,106191.56180399
20240815_67_BVCZ_2,149561.09375,105939.9345861
20240815_67_BVCZ_2,149561.328125,105794.555149133
20240815_67_BVCZ_2,149561.390625,105605.82254016
20240815_67_BVCZ_2,149561.828125,105784.430108554
20240815_67_BVCZ_2,149561.875,105707.051919554
20240815_67_BVCZ_2,149562.046875,105428.815035333
20240815_67_BVCZ_2,149562.234375,105305.856529758
20240815_67_BVCZ_2,149562.3125,105125.114830253
20240815_67_BVCZ_2,149562.78125,104919.291200897
20240815_67_BVCZ_2,149562.8125,105205.647177251
20240815_67_BVCZ_2,149563,104871.051771452
20240815_67_BVCZ_2,149563.171875,104766.821716122
20240815_67_BVCZ_2,149563.25,104510.209243407
20240815_67_BVCZ_2,149563.75,104322.356785994
20240815_67_BVCZ_2,149563.75,104596.228956184
20240815_67_BVCZ_2,149563.953125,104201.715836407
20240815_67_BVCZ_2,149564.09375,104083.57295609
20240815_67_BVCZ_2,149564.1875,103820.331453463
20240815_67_BVCZ_2,149564.6875,103652.281136268
20240815_67_BVCZ_2,149564.703125,103932.113489764
20240815_67_BVCZ_2,149564.890625,103533.903066881
20240815_67_BVCZ_2,149565.015625,103407.71003318
20240815_67_BVCZ_2,149565.125,103089.943409358
20240815_67_BVCZ_2,149565.640625,102882.653969015
20240815_67_BVCZ_2,149565.671875,103132.145694275
20240815_67_BVCZ_2,149565.84375,102963.713109501
20240815_67_BVCZ_2,149565.9375,102535.672945572
20240815_67_BVCZ_2,149566.046875,102274.613526407
20240815_67_BVCZ_2,149566.578125,102052.364032283
20240815_67_BVCZ_2,149566.640625,102268.812351982
20240815_67_BVCZ_2,149566.796875,102077.306240177
20240815_67_BVCZ_2,149566.859375,101687.490003142
20240815_67_BVCZ_2,149566.984375,101410.716622996
20240815_67_BVCZ_2,149567.515625,101212.490409757
20240815_67_BVCZ_2,149567.59375,101307.30120196
20240815_67_BVCZ_2,149567.75,101175.138657313
20240815_67_BVCZ_2,149567.78125,100803.296927321
20240815_67_BVCZ_2,149567.90625,100459.331450885
20240815_67_BVCZ_2,149568.46875,100281.772230985
20240815_67_BVCZ_2,149568.546875,100348.770820012
20240815_67_BVCZ_2,149568.703125,100193.605691981
20240815_67_BVCZ_2,149568.703125,99833.5714288159
20240815_67_BVCZ_2,149568.84375,99500.7273693303
20240815_67_BVCZ_2,149569.390625,99317.5911821136
20240815_67_BVCZ_2,149569.515625,99396.7683786617
20240815_67_BVCZ_2,149569.609375,99248.0475940753
20240815_67_BVCZ_2,149569.65625,98870.4034845178
20240815_67_BVCZ_2,149569.765625,98567.5222549938
20240815_67_BVCZ_2,149570.34375,98377.0955189988
20240815_67_BVCZ_2,149570.46875,98450.7243014074
20240815_67_BVCZ_2,149570.53125,98319.4906657326
20240815_67_BVCZ_2,149570.609375,97946.1315123526
20240815_67_BVCZ_2,149570.703125,97619.1084797015
20240815_67_BVCZ_2,149571.28125,97467.7405765079
20240815_67_BVCZ_2,149571.4375,97530.6099329339
20240815_67_BVCZ_2,149571.46875,97425.533083388
20240815_67_BVCZ_2,149571.5625,97135.826650612
20240815_67_BVCZ_2,149571.640625,96677.896175027
20240815_67_BVCZ_2,149572.21875,96515.354563162
20240815_67_BVCZ_2,149572.390625,96580.8221146178
20240815_67_BVCZ_2,149572.390625,96500.5405931567
20240815_67_BVCZ_2,149572.515625,96249.7233378935
20240815_67_BVCZ_2,149572.578125,95786.00141574
20240815_67_BVCZ_2,149573.171875,95677.2939396627
20240815_67_BVCZ_2,149573.3125,95762.164519023
20240815_67_BVCZ_2,149573.359375,95654.9302531244
20240815_67_BVCZ_2,149573.453125,95408.1005696679
20240815_67_BVCZ_2,149573.5,94923.7769730133
20240815_67_BVCZ_2,149574.109375,94766.4515561481
20240815_67_BVCZ_2,149574.234375,94900.2073572822
20240815_67_BVCZ_2,149574.3125,94735.4893264748
20240815_67_BVCZ_2,149574.40625,94525.2117378348
20240815_67_BVCZ_2,149574.4375,94027.7038215634
20240815_67_BVCZ_2,149575.03125,93839.9648980385
20240815_67_BVCZ_2,149575.15625,93930.4736483126
20240815_67_BVCZ_2,149575.265625,93792.5598645666
20240815_67_BVCZ_2,149575.359375,93638.6734081882
20240815_67_BVCZ_2,149575.359375,93158.192720178
20240815_67_BVCZ_2,149575.984375,92927.6856992513
20240815_67_BVCZ_2,149576.0625,92980.0178175713
20240815_67_BVCZ_2,149576.234375,92864.4941530555
20240815_67_BVCZ_2,149576.296875,92764.2987844872
20240815_67_BVCZ_2,149576.296875,92319.4838593902
20240815_67_BVCZ_2,149576.9375,92118.9503603065
20240815_67_BVCZ_2,149577,91938.5009468916
20240815_67_BVCZ_2,149577.1875,92008.4300631423
20240815_67_BVCZ_2,149577.234375,91922.9973207659
20240815_67_BVCZ_2,149577.265625,91465.8373127906
20240815_67_BVCZ_2,149577.859375,91244.457195449
20240815_67_BVCZ_2,149577.921875,91012.8222823621
20240815_67_BVCZ_2,149578.15625,91137.320708952
20240815_67_BVCZ_2,149578.15625,91045.1237471596
20240815_67_BVCZ_2,149578.21875,90541.4744378983
20240815_67_BVCZ_2,149578.8125,90269.5798117329
20240815_67_BVCZ_2,149578.828125,90036.0249152032
20240815_67_BVCZ_2,149579.09375,90195.0042124185
20240815_67_BVCZ_2,149579.125,90076.9788021865
20240815_67_BVCZ_2,149579.171875,89567.2472325631
20240815_67_BVCZ_2,149579.75,89289.0925084426
20240815_67_BVCZ_2,149579.765625,89050.9764264441
20240815_67_BVCZ_2,149580.03125,89170.1919392112
20240815_67_BVCZ_2,149580.078125,89023.7381147968
20240815_67_BVCZ_2,149580.109375,88483.9462145289
20240815_67_BVCZ_2,149580.6875,88242.5582630326
20240815_67_BVCZ_2,149580.6875,88007.8445043895
20240815_67_BVCZ_2,149580.953125,88126.2117797622
20240815_67_BVCZ_2,149581.046875,87960.9233090897
20240815_67_BVCZ_2,149581.078125,87517.6725075637
20240815_67_BVCZ_2,149581.59375,87309.4736002348
20240815_67_BVCZ_2,149581.640625,87099.36027327
20240815_67_BVCZ_2,149581.890625,87220.7603976757
20240815_67_BVCZ_2,149581.984375,87068.1992538447
20240815_67_BVCZ_2,149582.015625,86883.0077511048
20240815_67_BVCZ_2,149582.53125,86435.4893436309
20240815_67_BVCZ_2,149582.578125,86226.3959167829
20240815_67_BVCZ_2,149582.8125,86330.9205517437
20240815_67_BVCZ_2,149582.953125,86037.3280855385
20240815_67_BVCZ_2,149582.953125,85995.0818430583
20240815_67_BVCZ_2,149583.453125,85572.078813012
20240815_67_BVCZ_2,149583.515625,85413.4300127452
20240815_67_BVCZ_2,149583.75,85513.8721673342
20240815_67_BVCZ_2,149583.90625,85236.4148644493
20240815_67_BVCZ_2,149583.921875,85219.5940269886
20240815_67_BVCZ_2,149584.359375,84793.8145615058
20240815_67_BVCZ_2,149584.453125,84701.6710608051
20240815_67_BVCZ_2,149584.6875,84832.6424021734
20240815_67_BVCZ_2,149584.875,84600.5932459215
20240815_67_BVCZ_2,149584.859375,84613.7194843007
20240815_67_BVCZ_2,149585.28125,84221.8656983672
20240815_67_BVCZ_2,149585.40625,84153.0554326588
20240815_67_BVCZ_2,149585.625,83919.9718331462
20240815_67_BVCZ_2,149585.8125,84145.2334777662
20240815_67_BVCZ_2,149585.828125,84063.862583768
20240815_67_BVCZ_2,149586.21875,83716.0019069694
20240815_67_BVCZ_2,149586.34375,83664.3953390055
20240815_67_BVCZ_2,149586.53125,83487.0269432423
20240815_67_BVCZ_2,149586.78125,83709.8354217663
20240815_67_BVCZ_2,149586.796875,83617.8213401218
20240815_67_BVCZ_2,149587.125,83284.0744685058
20240815_67_BVCZ_2,149587.28125,83281.9954624319
20240815_67_BVCZ_2,149587.484375,83124.5004427992
20240815_67_BVCZ_2,149587.71875,83366.575206175
20240815_67_BVCZ_2,149587.765625,83275.2382503756
20240815_67_BVCZ_2,149588.0625,82987.7640590392
20240815_67_BVCZ_2,149588.21875,82933.8831592388
20240815_67_BVCZ_2,149588.40625,82744.6709698133
20240815_67_BVCZ_2,149588.671875,82946.2688702224
20240815_67_BVCZ_2,149588.71875,82863.2859756232
20240815_67_BVCZ_2,149588.984375,82592.5806799861
20240815_67_BVCZ_2,149589.15625,82553.0796863354
20240815_67_BVCZ_2,149589.34375,82379.6397078475
20240815_67_BVCZ_2,149589.625,82565.511937716
20240815_67_BVCZ_2,149589.671875,82407.9354548294
20240815_67_BVCZ_2,149589.90625,82200.7727133263
20240815_67_BVCZ_2,149590.109375,82154.725694895
20240815_67_BVCZ_2,149590.265625,81933.1028366115
20240815_67_BVCZ_2,149590.5625,82146.6452322141
20240815_67_BVCZ_2,149590.625,82010.2970097364
20240815_67_BVCZ_2,149590.828125,81794.6198322681
20240815_67_BVCZ_2,149591.046875,81722.2396577687
20240815_67_BVCZ_2,149591.203125,81470.1218174113
20240815_67_BVCZ_2,149591.515625,81653.0527412521
20240815_67_BVCZ_2,149591.59375,81538.1103976299
20240815_67_BVCZ_2,149591.734375,81345.7587545867
20240815_67_BVCZ_2,149591.984375,81186.7685211626
20240815_67_BVCZ_2,149592.140625,80957.6456796568
20240815_67_BVCZ_2,149592.46875,80838.0283905916
20240815_67_BVCZ_2,149592.546875,81036.4300730302
20240815_67_BVCZ_2,149592.65625,80819.5868253648
20240815_67_BVCZ_2,149592.921875,80598.8776555499
20240815_67_BVCZ_2,149593.0625,80398.2110159907
20240815_67_BVCZ_2,149593.421875,80313.5277473186
20240815_67_BVCZ_2,149593.515625,80521.0838199676
20240815_67_BVCZ_2,149593.59375,80279.6750005263
20240815_67_BVCZ_2,149593.875,80095.0161923776
20240815_67_BVCZ_2,149593.984375,79895.8588153445
20240815_67_BVCZ_2,149594.375,79823.758524155
20240815_67_BVCZ_2,149594.484375,80008.8110694328
20240815_67_BVCZ_2,149594.5,79844.0394778892
20240815_67_BVCZ_2,149594.8125,79692.503623585
20240815_67_BVCZ_2,149594.9375,79518.8193566669
20240815_67_BVCZ_2,149595.328125,79473.870822601
20240815_67_BVCZ_2,149595.4375,79640.1859662162
20240815_67_BVCZ_2,149595.4375,79522.0021503647
20240815_67_BVCZ_2,149595.75,79423.2899884905
20240815_67_BVCZ_2,149595.859375,79233.3874090915
20240815_67_BVCZ_2,149596.28125,79185.9903463878
20240815_67_BVCZ_2,149596.34375,79350.7323932624
20240815_67_BVCZ_2,149596.40625,79440.8449375709
20240815_67_BVCZ_2,149596.703125,79123.7517730209
20240815_67_BVCZ_2,149596.796875,78991.0400401022
20240815_67_BVCZ_2,149597.21875,78966.6824280704
20240815_67_BVCZ_2,149597.265625,79109.8151080607
20240815_67_BVCZ_2,149597.359375,79238.726618925
20240815_67_BVCZ_2,149597.625,78923.7529740702
20240815_67_BVCZ_2,149597.71875,78793.5844430614
20240815_67_BVCZ_2,149598.171875,78774.7281863488
20240815_67_BVCZ_2,149598.1875,78798.8272654104
20240815_67_BVCZ_2,149598.3125,79051.7178651294
20240815_67_BVCZ_2,149598.5625,78813.6072975258
20240815_67_BVCZ_2,149598.65625,78604.4298826506
20240815_67_BVCZ_2,149599.125,78556.6923158197
20240815_67_BVCZ_2,149599.125,78585.7267046356
20240815_67_BVCZ_2,149599.265625,78905.1103128103
20240815_67_BVCZ_2,149599.515625,78607.3124445222
20240815_67_BVCZ_2,149599.59375,78397.1995592778
20240815_67_BVCZ_2,149600.03125,78323.5003077062
20240815_67_BVCZ_2,149600.078125,78376.6050423188
20240815_67_BVCZ_2,149600.234375,78650.959845868
20240815_67_BVCZ_2,149600.453125,78397.7865156975
20240815_67_BVCZ_2,149600.515625,78148.1693728172
20240815_67_BVCZ_2,149600.953125,78113.0369441368
20240815_67_BVCZ_2,149601.03125,78154.7626488624
20240815_67_BVCZ_2,149601.1875,78422.7918669828
20240815_67_BVCZ_2,149601.390625,78207.4740345254
20240815_67_BVCZ_2,149601.453125,77950.5080495546
20240815_67_BVCZ_2,149601.875,77945.1553509668
20240815_67_BVCZ_2,149601.984375,77961.3641579069
20240815_67_BVCZ_2,149602.171875,78224.8989379707
20240815_67_BVCZ_2,149602.328125,78049.1806806899
20240815_67_BVCZ_2,149602.390625,77813.2114898042
20240815_67_BVCZ_2,149602.796875,77814.8917858835
20240815_67_BVCZ_2,149602.9375,77781.0547851382
20240815_67_BVCZ_2,149603.125,77996.3935955603
20240815_67_BVCZ_2,149603.28125,77787.8134257679
20240815_67_BVCZ_2,149603.3125,77524.6916689134
20240815_67_BVCZ_2,149603.71875,77507.4478447499
20240815_67_BVCZ_2,149603.890625,77460.3577525337
20240815_67_BVCZ_2,149604.078125,77682.4188105192
20240815_67_BVCZ_2,149604.234375,77510.5561252188
20240815_67_BVCZ_2,149604.25,77277.0043630235
20240815_67_BVCZ_2,149604.65625,77184.6635496397
20240815_67_BVCZ_2,149604.828125,77134.9649148767
20240815_67_BVCZ_2,149605.046875,77396.0940199434
20240815_67_BVCZ_2,149605.15625,77259.702993286
20240815_67_BVCZ_2,149605.171875,77237.2188387436
20240815_67_BVCZ_2,149605.578125,76843.6227849354
20240815_67_BVCZ_2,149605.78125,76781.1737247799
20240815_67_BVCZ_2,149606,77016.7461460811
20240815_67_BVCZ_2,149606.109375,76872.3947476925
20240815_67_BVCZ_2,149606.125,76852.622442594
20240815_67_BVCZ_2,149606.5,76492.0397279006
20240815_67_BVCZ_2,149606.734375,76446.2427659974
20240815_67_BVCZ_2,149606.96875,76691.0855746031
20240815_67_BVCZ_2,149607.046875,76497.2514996854
20240815_67_BVCZ_2,149607.046875,76485.4024037423
20240815_67_BVCZ_2,149607.421875,76184.8923180138
20240815_67_BVCZ_2,149607.6875,76114.2424385471
20240815_67_BVCZ_2,149607.921875,76310.4887657794
20240815_67_BVCZ_2,149607.96875,76131.8566083013
20240815_67_BVCZ_2,149607.984375,76132.435953455
20240815_67_BVCZ_2,149608.328125,75820.586531191
20240815_67_BVCZ_2,149608.640625,75853.223728699
20240815_67_BVCZ_2,149608.875,75615.8852016872
20240815_67_BVCZ_2,149608.890625,75644.5252520396
20240815_67_BVCZ_2,149608.9375,75707.440684781
20240815_67_BVCZ_2,149609.265625,75417.7500414223
20240815_67_BVCZ_2,149609.578125,75448.5863731277
20240815_67_BVCZ_2,149609.84375,75229.496397953
20240815_67_BVCZ_2,149609.84375,75231.2128492111
20240815_67_BVCZ_2,149609.875,75313.3909176916
20240815_67_BVCZ_2,149610.1875,75049.7005205948
20240815_67_BVCZ_2,149610.53125,75068.6541503861
20240815_67_BVCZ_2,149610.765625,74845.7245395119
20240815_67_BVCZ_2,149610.8125,74927.9990867756
20240815_67_BVCZ_2,149610.8125,74990.0040070944
20240815_67_BVCZ_2,149611.109375,74771.0141887269
20240815_67_BVCZ_2,149611.5,74794.9369175027
20240815_67_BVCZ_2,149611.703125,74594.5493339026
20240815_67_BVCZ_2,149611.75,74787.9085389109
20240815_67_BVCZ_2,149611.765625,74714.1156119934
20240815_67_BVCZ_2,149612.015625,74490.3195163321
20240815_67_BVCZ_2,149612.4375,74397.1907190513
20240815_67_BVCZ_2,149612.625,74293.6619224691
20240815_67_BVCZ_2,149612.6875,74513.8330182126
20240815_67_BVCZ_2,149612.71875,74440.2503329333
20240815_67_BVCZ_2,149612.9375,74171.808583377
20240815_67_BVCZ_2,149613.390625,74096.4611016075
20240815_67_BVCZ_2,149613.5625,74073.0305964922
20240815_67_BVCZ_2,149613.625,74329.6273296384
20240815_67_BVCZ_2,149613.6875,74230.885254747
20240815_67_BVCZ_2,149613.875,73953.0614700626
20240815_67_BVCZ_2,149614.34375,73845.2293602951
20240815_67_BVCZ_2,149614.484375,73840.4719574827
20240815_67_BVCZ_2,149614.578125,74063.1523848052
20240815_67_BVCZ_2,149614.640625,74024.5945374574
20240815_67_BVCZ_2,149614.796875,73728.0364849707
20240815_67_BVCZ_2,149615.296875,73630.52136002
20240815_67_BVCZ_2,149615.4375,73668.4344418145
20240815_67_BVCZ_2,149615.515625,73871.8811971206
20240815_67_BVCZ_2,149615.59375,73846.2355812735
20240815_67_BVCZ_2,149615.71875,73519.5692280267
20240815_67_BVCZ_2,149616.25,73415.6252735243
20240815_67_BVCZ_2,149616.34375,73492.4333361989
20240815_67_BVCZ_2,149616.453125,73623.7890986393
20240815_67_BVCZ_2,149616.546875,73601.1874399919
20240815_67_BVCZ_2,149616.625,73330.29883957
20240815_67_BVCZ_2,149617.203125,73225.2864591986
20240815_67_BVCZ_2,149617.296875,73252.639364993
20240815_67_BVCZ_2,149617.40625,73427.5654342134
20240815_67_BVCZ_2,149617.53125,73415.9691590094
20240815_67_BVCZ_2,149617.5625,73173.6197049193
20240815_67_BVCZ_2,149618.140625,73048.2164155975
20240815_67_BVCZ_2,149618.21875,73053.4376659854
20240815_67_BVCZ_2,149618.34375,73206.2232149127
20240815_67_BVCZ_2,149618.484375,73183.8098175456
20240815_67_BVCZ_2,149618.484375,72937.2639088769
20240815_67_BVCZ_2,149619.09375,72794.7863067456
20240815_67_BVCZ_2,149619.15625,72765.9471053618
20240815_67_BVCZ_2,149619.28125,72893.4530501657
20240815_67_BVCZ_2,149619.390625,72902.3341735774
20240815_67_BVCZ_2,149619.4375,72685.5065805397
20240815_67_BVCZ_2,149620.046875,72572.1287586003
20240815_67_BVCZ_2,149620.078125,72524.285638459
20240815_67_BVCZ_2,149620.21875,72677.5168460679
20240815_67_BVCZ_2,149620.328125,72595.6284270001
20240815_67_BVCZ_2,149620.40625,72536.8427794674
20240815_67_BVCZ_2,149621,72453.9424521705
20240815_67_BVCZ_2,149621.015625,72462.433488234
20240815_67_BVCZ_2,149621.171875,72631.5033024875
20240815_67_BVCZ_2,149621.25,72551.7432793792
20240815_67_BVCZ_2,149621.359375,72513.8573383612
20240815_67_BVCZ_2,149621.9375,72465.1975305142
20240815_67_BVCZ_2,149621.953125,72537.2865132801
20240815_67_BVCZ_2,149622.109375,72718.2006507577
20240815_67_BVCZ_2,149622.15625,72648.1434075215
20240815_67_BVCZ_2,149622.328125,72645.6735400273
20240815_67_BVCZ_2,149622.890625,72647.3662875635
20240815_67_BVCZ_2,149622.90625,72732.4546221681
20240815_67_BVCZ_2,149623.046875,72681.0255514054
20240815_67_BVCZ_2,149623.09375,72854.4302476272
20240815_67_BVCZ_2,149623.28125,72861.3324331244
20240815_67_BVCZ_2,149623.8125,72832.5573706693
20240815_67_BVCZ_2,149623.84375,72962.9996947293
20240815_67_BVCZ_2,149623.984375,72887.1423868073
20240815_67_BVCZ_2,149624,73082.5235817875
20240815_67_BVCZ_2,149624.25,73121.6935241746
20240815_67_BVCZ_2,149624.75,73075.1011902238
20240815_67_BVCZ_2,149624.8125,73198.2194481156
20240815_67_BVCZ_2,149624.921875,73128.2799263606
20240815_67_BVCZ_2,149624.9375,73223.3132484286
20240815_67_BVCZ_2,149625.21875,73327.4337118547
20240815_67_BVCZ_2,149625.671875,73344.3736589983
20240815_67_BVCZ_2,149625.765625,73473.0070219851
20240815_67_BVCZ_2,149625.859375,73409.2256316099
20240815_67_BVCZ_2,149625.875,73530.9122018414
20240815_67_BVCZ_2,149626.171875,73627.5932483192
20240815_67_BVCZ_2,149626.609375,73708.2884418147
20240815_67_BVCZ_2,149626.703125,73797.9963526471
20240815_67_BVCZ_2,149626.78125,73800.1215951064
20240815_67_BVCZ_2,149626.8125,73916.26952654
20240815_67_BVCZ_2,149627.140625,74014.986621089
20240815_67_BVCZ_2,149627.53125,74068.1930848999
20240815_67_BVCZ_2,149627.65625,74145.7381880055
20240815_67_BVCZ_2,149627.703125,74151.9912791553
20240815_67_BVCZ_2,149627.75,74276.0342279753
20240815_67_BVCZ_2,149628.09375,74531.9615292304
20240815_67_BVCZ_2,149628.46875,74644.1688744358
20240815_67_BVCZ_2,149628.59375,74448.0253054187
20240815_67_BVCZ_2,149628.625,74468.0450831747
20240815_67_BVCZ_2,149628.703125,74528.6445129003
20240815_67_BVCZ_2,149629.046875,74762.8641737748
20240815_67_BVCZ_2,149629.390625,74831.2653542556
20240815_67_BVCZ_2,149629.53125,74616.9464329531
20240815_67_BVCZ_2,149629.5625,74640.0934860743
20240815_67_BVCZ_2,149629.640625,74648.5239309862
20240815_67_BVCZ_2,149630.015625,74957.2682736363
20240815_67_BVCZ_2,149630.328125,74901.9084592597
20240815_67_BVCZ_2,149630.46875,74706.260499061
20240815_67_BVCZ_2,149630.5,74702.358227092
20240815_67_BVCZ_2,149630.578125,74650.1400636334
20240815_67_BVCZ_2,149630.984375,74956.7870319822
20240815_67_BVCZ_2,149631.265625,74950.9886026355
20240815_67_BVCZ_2,149631.375,74725.8320290959
20240815_67_BVCZ_2,149631.453125,74697.1835598406
20240815_67_BVCZ_2,149631.53125,74617.2098149611
20240815_67_BVCZ_2,149631.9375,74616.7223157843
20240815_67_BVCZ_2,149632.203125,74800.6040342053
20240815_67_BVCZ_2,149632.3125,74556.545229174
20240815_67_BVCZ_2,149632.40625,74526.999779255
20240815_67_BVCZ_2,149632.453125,74441.479439237
20240815_67_BVCZ_2,149632.890625,74423.8038057032
20240815_67_BVCZ_2,149633.125,74557.2271481327
20240815_67_BVCZ_2,149633.234375,74293.7739112221
20240815_67_BVCZ_2,149633.375,74206.5656354391
20240815_67_BVCZ_2,149633.40625,74145.9555742931
20240815_67_BVCZ_2,149633.84375,74094.2739311149
20240815_67_BVCZ_2,149634.046875,74219.5686902839
20240815_67_BVCZ_2,149634.15625,74026.0326000793
20240815_67_BVCZ_2,149634.3125,73927.8484832348
20240815_67_BVCZ_2,149634.359375,73860.7295560613
20240815_67_BVCZ_2,149634.8125,73775.7329362347
20240815_67_BVCZ_2,149634.984375,73907.9263355823
20240815_67_BVCZ_2,149635.0625,73589.3650021334
20240815_67_BVCZ_2,149635.265625,73596.0585693737
20240815_67_BVCZ_2,149635.28125,73541.1793890266
20240815_67_BVCZ_2,149635.78125,73408.9022239792
20240815_67_BVCZ_2,149635.921875,73542.1530808442
20240815_67_BVCZ_2,149636,73196.5832490379
20240815_67_BVCZ_2,149636.234375,73203.3742416068
20240815_67_BVCZ_2,149636.234375,73178.3752144416
20240815_67_BVCZ_2,149636.734375,73046.3069565195
20240815_67_BVCZ_2,149636.859375,73138.6357060868
20240815_67_BVCZ_2,149636.921875,72820.157094898
20240815_67_BVCZ_2,149637.171875,72829.7558882963
20240815_67_BVCZ_2,149637.171875,72750.8847571239
20240815_67_BVCZ_2,149637.6875,72606.6455959354
20240815_67_BVCZ_2,149637.78125,72692.4595528438
20240815_67_BVCZ_2,149637.84375,72353.7252505515
20240815_67_BVCZ_2,149638.109375,72332.4113827843
20240815_67_BVCZ_2,149638.109375,72105.7319971357
20240815_67_BVCZ_2,149638.671875,72052.489576643
20240815_67_BVCZ_2,149638.71875,72172.9237616204
20240815_67_BVCZ_2,149638.765625,71801.5233801403
20240815_67_BVCZ_2,149639.0625,71753.0270347301
20240815_67_BVCZ_2,149639.0625,71529.1364425169
20240815_67_BVCZ_2,149639.625,71510.0486623544
20240815_67_BVCZ_2,149639.65625,71650.1955418011
20240815_67_BVCZ_2,149639.671875,71283.4709937851
20240815_67_BVCZ_2,149640,71215.6705645859
20240815_67_BVCZ_2,149640.015625,70996.8489801026
20240815_67_BVCZ_2,149640.5625,70951.9878962935
20240815_67_BVCZ_2,149640.578125,71043.3836263647
20240815_67_BVCZ_2,149640.59375,70717.9664259869
20240815_67_BVCZ_2,149640.953125,70645.4070949326
20240815_67_BVCZ_2,149640.96875,70409.7391199041
20240815_67_BVCZ_2,149641.515625,70303.2012283444
