analysis,mass,intensity
20240815_67_BVCZ_1,148854.234375,25754.9882893504
20240815_67_BVCZ_1,148854.265625,25694.7898951437
20240815_67_BVCZ_1,148854.578125,25691.9710667765
20240815_67_BVCZ_1,148854.921875,25719.2511906673
20240815_67_BVCZ_1,148854.984375,25846.349805137
20240815_67_BVCZ_1,148855.15625,25871.3367298572
20240815_67_BVCZ_1,148855.203125,25810.2181762973
20240815_67_BVCZ_1,148855.53125,25809.2068207252
20240815_67_BVCZ_1,148855.859375,25853.026346889
20240815_67_BVCZ_1,148855.9375,25976.9659564353
20240815_67_BVCZ_1,148856.078125,26012.7981178228
20240815_67_BVCZ_1,148856.125,25926.0618768766
20240815_67_BVCZ_1,148856.46875,25940.6290857956
20240815_67_BVCZ_1,148856.828125,25984.8879668889
20240815_67_BVCZ_1,148856.90625,26080.6346101265
20240815_67_BVCZ_1,148857,26095.0919126682
20240815_67_BVCZ_1,148857.046875,26004.9575784302
20240815_67_BVCZ_1,148857.421875,26046.6749305696
20240815_67_BVCZ_1,148857.734375,26064.3086123983
20240815_67_BVCZ_1,148857.859375,26160.8613356879
20240815_67_BVCZ_1,148857.90625,26176.7561787819
20240815_67_BVCZ_1,148857.984375,26095.449965401
20240815_67_BVCZ_1,148858.375,26152.5408022214
20240815_67_BVCZ_1,148858.6875,26159.5547387816
20240815_67_BVCZ_1,148858.8125,26272.3448977795
20240815_67_BVCZ_1,148858.84375,26313.1626849999
20240815_67_BVCZ_1,148858.90625,26255.1472419338
20240815_67_BVCZ_1,148859.3125,26294.4214910163
20240815_67_BVCZ_1,148859.625,26307.854067907
20240815_67_BVCZ_1,148859.75,26430.5850116976
20240815_67_BVCZ_1,148859.78125,26488.3011480748
20240815_67_BVCZ_1,148859.84375,26407.554368177
20240815_67_BVCZ_1,148860.265625,26458.8252015151
20240815_67_BVCZ_1,148860.5625,26480.638524282
20240815_67_BVCZ_1,148860.671875,26628.6449991522
20240815_67_BVCZ_1,148860.734375,26666.568633489
20240815_67_BVCZ_1,148860.765625,26613.0439925845
20240815_67_BVCZ_1,148861.21875,26664.4090793438
20240815_67_BVCZ_1,148861.5,26694.8434987319
20240815_67_BVCZ_1,148861.578125,26848.5257622394
20240815_67_BVCZ_1,148861.6875,26902.7297177907
20240815_67_BVCZ_1,148861.703125,26857.777964151
20240815_67_BVCZ_1,148862.171875,26919.930237864
20240815_67_BVCZ_1,148862.4375,26964.6002755557
20240815_67_BVCZ_1,148862.515625,27096.5963130685
20240815_67_BVCZ_1,148862.625,27131.2840546461
20240815_67_BVCZ_1,148862.65625,27100.7968552995
20240815_67_BVCZ_1,148863.109375,27140.5131815498
20240815_67_BVCZ_1,148863.390625,27222.3174834494
20240815_67_BVCZ_1,148863.4375,27342.1349367074
20240815_67_BVCZ_1,148863.5625,27359.8246927471
20240815_67_BVCZ_1,148863.609375,27323.0290432865
20240815_67_BVCZ_1,148864.0625,27341.0542876136
20240815_67_BVCZ_1,148864.3125,27414.5110828503
20240815_67_BVCZ_1,148864.359375,27518.0504900926
20240815_67_BVCZ_1,148864.484375,27551.7874684032
20240815_67_BVCZ_1,148864.5625,27523.6458468383
20240815_67_BVCZ_1,148865.015625,27566.1105917936
20240815_67_BVCZ_1,148865.25,27629.9131622128
20240815_67_BVCZ_1,148865.265625,27685.5187219804
20240815_67_BVCZ_1,148865.40625,27737.2648882176
20240815_67_BVCZ_1,148865.53125,27755.2683751612
20240815_67_BVCZ_1,148865.953125,27786.8478927886
20240815_67_BVCZ_1,148866.1875,27836.3142680289
20240815_67_BVCZ_1,148866.203125,27890.0669062598
20240815_67_BVCZ_1,148866.34375,27942.5751224486
20240815_67_BVCZ_1,148866.484375,27955.134703819
20240815_67_BVCZ_1,148866.90625,27951.420794604
20240815_67_BVCZ_1,148867.109375,27987.6951282779
20240815_67_BVCZ_1,148867.140625,28022.4730673231
20240815_67_BVCZ_1,148867.28125,28059.8951435056
20240815_67_BVCZ_1,148867.453125,28029.3369493104
20240815_67_BVCZ_1,148867.859375,28000.3346635037
20240815_67_BVCZ_1,148868.03125,28030.5751897654
20240815_67_BVCZ_1,148868.078125,28015.6503446212
20240815_67_BVCZ_1,148868.203125,28032.6998932437
20240815_67_BVCZ_1,148868.40625,27970.6825656518
20240815_67_BVCZ_1,148868.796875,27911.013787204
20240815_67_BVCZ_1,148868.953125,27932.9367877042
20240815_67_BVCZ_1,148869.015625,27907.188618183
20240815_67_BVCZ_1,148869.140625,27938.7230502151
20240815_67_BVCZ_1,148869.359375,27926.5145002796
20240815_67_BVCZ_1,148869.75,27806.9537694315
20240815_67_BVCZ_1,148869.875,27818.8947859903
20240815_67_BVCZ_1,148869.953125,27785.1676081807
20240815_67_BVCZ_1,148870.0625,27819.6189897113
20240815_67_BVCZ_1,148870.3125,27848.155702921
20240815_67_BVCZ_1,148870.703125,27724.9899555895
20240815_67_BVCZ_1,148870.796875,27736.1592792162
20240815_67_BVCZ_1,148870.890625,27703.8826694282
20240815_67_BVCZ_1,148871,27741.7680859874
20240815_67_BVCZ_1,148871.28125,27767.7534098094
20240815_67_BVCZ_1,148871.65625,27681.6481683258
20240815_67_BVCZ_1,148871.71875,27710.9669574556
20240815_67_BVCZ_1,148871.828125,27685.4018054611
20240815_67_BVCZ_1,148871.921875,27727.0572368319
20240815_67_BVCZ_1,148872.234375,27769.373750704
20240815_67_BVCZ_1,148872.59375,27705.8930221893
20240815_67_BVCZ_1,148872.625,27767.1459054528
20240815_67_BVCZ_1,148872.765625,27730.9912101526
20240815_67_BVCZ_1,148872.84375,27776.6867528103
20240815_67_BVCZ_1,148873.1875,27853.0346450916
20240815_67_BVCZ_1,148873.546875,27792.2345993536
20240815_67_BVCZ_1,148873.546875,27855.9845790298
20240815_67_BVCZ_1,148873.703125,27830.6309811908
20240815_67_BVCZ_1,148873.78125,27888.8349321306
20240815_67_BVCZ_1,148874.140625,27948.82845093
20240815_67_BVCZ_1,148874.46875,27887.1456575569
20240815_67_BVCZ_1,148874.5,27953.0084891881
20240815_67_BVCZ_1,148874.65625,27930.8405155008
20240815_67_BVCZ_1,148874.703125,28012.8732480059
20240815_67_BVCZ_1,148875.109375,28034.3016432293
20240815_67_BVCZ_1,148875.390625,27998.139520514
20240815_67_BVCZ_1,148875.4375,28049.7550293175
20240815_67_BVCZ_1,148875.59375,27997.609196748
20240815_67_BVCZ_1,148875.640625,28089.2518300773
20240815_67_BVCZ_1,148876.0625,28079.1727791718
20240815_67_BVCZ_1,148876.3125,28072.6656003898
20240815_67_BVCZ_1,148876.40625,28129.5369503622
20240815_67_BVCZ_1,148876.515625,28116.0296223031
20240815_67_BVCZ_1,148876.5625,28139.4500534584
20240815_67_BVCZ_1,148877.015625,28147.1136431374
20240815_67_BVCZ_1,148877.234375,28159.0490456132
20240815_67_BVCZ_1,148877.34375,28224.7756693605
20240815_67_BVCZ_1,148877.46875,28192.3084053758
20240815_67_BVCZ_1,148877.5,28231.3319015559
20240815_67_BVCZ_1,148877.984375,28197.341438688
20240815_67_BVCZ_1,148878.15625,28210.0145468316
20240815_67_BVCZ_1,148878.296875,28273.8051959322
20240815_67_BVCZ_1,148878.390625,28203.5249635883
20240815_67_BVCZ_1,148878.421875,28246.492619739
20240815_67_BVCZ_1,148878.9375,28186.7288284673
20240815_67_BVCZ_1,148879.0625,28231.3039284145
20240815_67_BVCZ_1,148879.25,28268.7813494933
20240815_67_BVCZ_1,148879.34375,28301.6791854217
20240815_67_BVCZ_1,148879.34375,28254.0071464468
20240815_67_BVCZ_1,148879.890625,28178.1608605514
20240815_67_BVCZ_1,148879.984375,28220.2170224687
20240815_67_BVCZ_1,148880.1875,28251.1491155945
20240815_67_BVCZ_1,148880.28125,28271.0451427241
20240815_67_BVCZ_1,148880.296875,28212.1205283348
20240815_67_BVCZ_1,148880.859375,28130.057675838
20240815_67_BVCZ_1,148880.890625,28188.0790278334
20240815_67_BVCZ_1,148881.140625,28201.8173393146
20240815_67_BVCZ_1,148881.21875,28242.0803841272
20240815_67_BVCZ_1,148881.203125,28200.5633972407
20240815_67_BVCZ_1,148881.8125,28119.480043149
20240815_67_BVCZ_1,148881.828125,28182.3612859574
20240815_67_BVCZ_1,148882.09375,28173.8823677887
20240815_67_BVCZ_1,148882.15625,28180.956966372
20240815_67_BVCZ_1,148882.15625,28150.1826304691
20240815_67_BVCZ_1,148882.75,28082.4167722445
20240815_67_BVCZ_1,148882.765625,28142.1665551698
20240815_67_BVCZ_1,148883.03125,28094.1287164565
20240815_67_BVCZ_1,148883.078125,28078.4482590699
20240815_67_BVCZ_1,148883.078125,28037.708024498
20240815_67_BVCZ_1,148883.671875,27993.0986663689
20240815_67_BVCZ_1,148883.734375,28065.4496605752
20240815_67_BVCZ_1,148883.984375,28011.2831520273
20240815_67_BVCZ_1,148884,28000.17225026
20240815_67_BVCZ_1,148884.03125,27974.2143272381
20240815_67_BVCZ_1,148884.578125,27931.290514759
20240815_67_BVCZ_1,148884.6875,28002.0513329808
20240815_67_BVCZ_1,148884.921875,27961.7146262216
20240815_67_BVCZ_1,148884.9375,27961.1356852789
20240815_67_BVCZ_1,148884.96875,27928.5841394928
20240815_67_BVCZ_1,148885.5,27893.4983832674
20240815_67_BVCZ_1,148885.640625,27969.3667109016
20240815_67_BVCZ_1,148885.875,27955.1293650289
20240815_67_BVCZ_1,148885.890625,27957.4520873762
20240815_67_BVCZ_1,148885.90625,27928.1190133051
20240815_67_BVCZ_1,148886.421875,27896.728319932
20240815_67_BVCZ_1,148886.59375,28023.9170881366
20240815_67_BVCZ_1,148886.796875,28026.8429186288
20240815_67_BVCZ_1,148886.828125,28032.953073356
20240815_67_BVCZ_1,148886.859375,28004.9994173682
20240815_67_BVCZ_1,148887.34375,27986.6766458286
20240815_67_BVCZ_1,148887.5625,28089.7019231818
20240815_67_BVCZ_1,148887.734375,28090.0343831818
20240815_67_BVCZ_1,148887.78125,28097.5817302288
20240815_67_BVCZ_1,148887.78125,28084.0485983304
20240815_67_BVCZ_1,148888.265625,28045.9613233701
20240815_67_BVCZ_1,148888.515625,28142.7846399957
20240815_67_BVCZ_1,148888.65625,28156.739643194
20240815_67_BVCZ_1,148888.71875,28136.3225468581
20240815_67_BVCZ_1,148888.71875,28119.1020607008
20240815_67_BVCZ_1,148889.1875,28106.8023986578
20240815_67_BVCZ_1,148889.46875,28166.1978713892
20240815_67_BVCZ_1,148889.578125,28224.9705115653
20240815_67_BVCZ_1,148889.671875,28175.9385770648
20240815_67_BVCZ_1,148889.671875,28170.1690131356
20240815_67_BVCZ_1,148890.109375,28159.1944660194
20240815_67_BVCZ_1,148890.4375,28209.0750617836
20240815_67_BVCZ_1,148890.5,28292.9470226414
20240815_67_BVCZ_1,148890.609375,28250.8846035757
20240815_67_BVCZ_1,148890.625,28223.2082813493
20240815_67_BVCZ_1,148891.015625,28238.6443053375
20240815_67_BVCZ_1,148891.390625,28301.499206398
20240815_67_BVCZ_1,148891.4375,28371.8996251489
20240815_67_BVCZ_1,148891.5625,28349.4700769432
20240815_67_BVCZ_1,148891.5625,28306.837858179
20240815_67_BVCZ_1,148891.9375,28317.5258371791
20240815_67_BVCZ_1,148892.34375,28404.9022574459
20240815_67_BVCZ_1,148892.375,28459.713797749
20240815_67_BVCZ_1,148892.484375,28446.2846434184
20240815_67_BVCZ_1,148892.515625,28370.6892138506
20240815_67_BVCZ_1,148892.859375,28372.5849189823
20240815_67_BVCZ_1,148893.296875,28453.9926110114
20240815_67_BVCZ_1,148893.3125,28507.4643280127
20240815_67_BVCZ_1,148893.4375,28481.7000213913
20240815_67_BVCZ_1,148893.46875,28366.783356212
20240815_67_BVCZ_1,148893.78125,28325.9995002421
20240815_67_BVCZ_1,148894.234375,28418.4130060296
20240815_67_BVCZ_1,148894.265625,28457.4459179776
20240815_67_BVCZ_1,148894.359375,28427.7219779305
20240815_67_BVCZ_1,148894.4375,28301.6026359072
20240815_67_BVCZ_1,148894.703125,28223.4890446781
20240815_67_BVCZ_1,148895.15625,28330.8150346984
20240815_67_BVCZ_1,148895.21875,28364.2932955612
20240815_67_BVCZ_1,148895.3125,28331.0137003453
20240815_67_BVCZ_1,148895.359375,28203.242539069
20240815_67_BVCZ_1,148895.625,28142.7987516144
20240815_67_BVCZ_1,148896.09375,28167.1821862393
20240815_67_BVCZ_1,148896.1875,28243.456201107
20240815_67_BVCZ_1,148896.25,28213.2446393183
20240815_67_BVCZ_1,148896.3125,28099.6331381298
20240815_67_BVCZ_1,148896.53125,28032.4707878801
20240815_67_BVCZ_1,148897.015625,28008.421527978
20240815_67_BVCZ_1,148897.140625,28073.5253866844
20240815_67_BVCZ_1,148897.171875,28042.3971273707
20240815_67_BVCZ_1,148897.265625,27936.4238170919
20240815_67_BVCZ_1,148897.46875,27853.8606547452
20240815_67_BVCZ_1,148897.953125,27849.128185505
20240815_67_BVCZ_1,148898.109375,27863.2924689093
20240815_67_BVCZ_1,148898.125,27901.4016902742
20240815_67_BVCZ_1,148898.203125,27835.5077901621
20240815_67_BVCZ_1,148898.375,27736.9096233886
20240815_67_BVCZ_1,148898.875,27765.585178272
20240815_67_BVCZ_1,148899.0625,27754.1143037424
20240815_67_BVCZ_1,148899.0625,27793.3220367409
20240815_67_BVCZ_1,148899.15625,27748.9665600673
20240815_67_BVCZ_1,148899.3125,27654.8057431187
20240815_67_BVCZ_1,148899.8125,27692.3915696755
20240815_67_BVCZ_1,148899.984375,27691.8476760167
20240815_67_BVCZ_1,148900.015625,27760.9791607046
20240815_67_BVCZ_1,148900.109375,27734.6251084125
20240815_67_BVCZ_1,148900.21875,27635.6730809105
20240815_67_BVCZ_1,148900.734375,27689.1900995775
20240815_67_BVCZ_1,148900.9375,27701.5698169092
20240815_67_BVCZ_1,148900.984375,27788.3230590397
20240815_67_BVCZ_1,148901.078125,27776.82060992
20240815_67_BVCZ_1,148901.140625,27664.2163984244
20240815_67_BVCZ_1,148901.671875,27731.9039180499
20240815_67_BVCZ_1,148901.875,27762.3670387914
20240815_67_BVCZ_1,148901.9375,27861.8668009934
20240815_67_BVCZ_1,148902,27899.6720633971
20240815_67_BVCZ_1,148902.0625,27786.499995273
20240815_67_BVCZ_1,148902.609375,27866.6493031083
20240815_67_BVCZ_1,148902.828125,27903.8527125058
20240815_67_BVCZ_1,148902.890625,28005.811260638
20240815_67_BVCZ_1,148902.96875,28003.139228192
20240815_67_BVCZ_1,148902.984375,27974.0080521295
20240815_67_BVCZ_1,148903.53125,28061.0776904572
20240815_67_BVCZ_1,148903.75,28119.9577852723
20240815_67_BVCZ_1,148903.859375,28234.8060833141
20240815_67_BVCZ_1,148903.890625,28274.3016469542
20240815_67_BVCZ_1,148903.90625,28237.8140635792
20240815_67_BVCZ_1,148904.453125,28373.6815933498
20240815_67_BVCZ_1,148904.703125,28472.3435867549
20240815_67_BVCZ_1,148904.796875,28596.2959441875
20240815_67_BVCZ_1,148904.8125,28684.5304852474
20240815_67_BVCZ_1,148904.84375,28672.5904099541
20240815_67_BVCZ_1,148905.390625,28822.8383390805
20240815_67_BVCZ_1,148905.625,28916.5563515173
20240815_67_BVCZ_1,148905.734375,29025.6289973658
20240815_67_BVCZ_1,148905.765625,29113.3588746271
20240815_67_BVCZ_1,148905.796875,29116.2448424435
20240815_67_BVCZ_1,148906.328125,29282.0342523273
20240815_67_BVCZ_1,148906.578125,29377.1824840994
20240815_67_BVCZ_1,148906.65625,29455.5504862982
20240815_67_BVCZ_1,148906.71875,29543.5770254856
20240815_67_BVCZ_1,148906.75,29570.895425286
20240815_67_BVCZ_1,148907.234375,29726.8772514137
20240815_67_BVCZ_1,148907.5,29795.8745978522
20240815_67_BVCZ_1,148907.578125,29906.2795387202
20240815_67_BVCZ_1,148907.671875,29947.8507795433
20240815_67_BVCZ_1,148907.703125,29996.5698240296
20240815_67_BVCZ_1,148908.171875,30146.6508291316
20240815_67_BVCZ_1,148908.453125,30204.2116240133
20240815_67_BVCZ_1,148908.5,30356.0799816221
20240815_67_BVCZ_1,148908.640625,30404.429118456
20240815_67_BVCZ_1,148908.65625,30433.3370366019
20240815_67_BVCZ_1,148909.109375,30543.6440318469
20240815_67_BVCZ_1,148909.40625,30581.9887175929
20240815_67_BVCZ_1,148909.40625,30728.7567575907
20240815_67_BVCZ_1,148909.59375,30767.5428913588
20240815_67_BVCZ_1,148909.59375,30807.127337234
20240815_67_BVCZ_1,148910.03125,30891.3174075938
20240815_67_BVCZ_1,148910.328125,30901.0637761966
20240815_67_BVCZ_1,148910.34375,31043.6782768614
20240815_67_BVCZ_1,148910.546875,31070.0307949337
20240815_67_BVCZ_1,148910.546875,31079.8807974519
20240815_67_BVCZ_1,148910.953125,31154.7133543546
20240815_67_BVCZ_1,148911.265625,31168.0505060406
20240815_67_BVCZ_1,148911.28125,31294.0500149184
20240815_67_BVCZ_1,148911.484375,31325.6951627606
20240815_67_BVCZ_1,148911.515625,31369.1343168604
20240815_67_BVCZ_1,148911.890625,31385.2499378186
20240815_67_BVCZ_1,148912.1875,31378.5412812401
20240815_67_BVCZ_1,148912.203125,31491.9867371062
20240815_67_BVCZ_1,148912.453125,31543.393316662
20240815_67_BVCZ_1,148912.46875,31576.3417746685
20240815_67_BVCZ_1,148912.8125,31583.9663945269
20240815_67_BVCZ_1,148913.09375,31543.6619040336
20240815_67_BVCZ_1,148913.15625,31636.1396683257
20240815_67_BVCZ_1,148913.390625,31708.6042329531
20240815_67_BVCZ_1,148913.421875,31698.6847570283
20240815_67_BVCZ_1,148913.75,31678.4911540977
20240815_67_BVCZ_1,148914.015625,31638.1011515245
20240815_67_BVCZ_1,148914.09375,31724.1080940522
20240815_67_BVCZ_1,148914.34375,31804.9356355888
20240815_67_BVCZ_1,148914.390625,31781.5408468929
20240815_67_BVCZ_1,148914.6875,31755.2460572508
20240815_67_BVCZ_1,148914.9375,31691.6814376277
20240815_67_BVCZ_1,148915.03125,31747.7990093566
20240815_67_BVCZ_1,148915.28125,31831.3827080065
20240815_67_BVCZ_1,148915.34375,31814.332024241
20240815_67_BVCZ_1,148915.609375,31769.1426731966
20240815_67_BVCZ_1,148915.859375,31719.8109735001
20240815_67_BVCZ_1,148915.96875,31751.3694157442
20240815_67_BVCZ_1,148916.234375,31836.8423402833
20240815_67_BVCZ_1,148916.296875,31811.3149466955
20240815_67_BVCZ_1,148916.53125,31796.755737859
20240815_67_BVCZ_1,148916.78125,31742.8989985275
20240815_67_BVCZ_1,148916.90625,31757.8038145965
20240815_67_BVCZ_1,148917.1875,31841.0826199855
20240815_67_BVCZ_1,148917.265625,31868.0933998736
20240815_67_BVCZ_1,148917.46875,31859.6509479014
20240815_67_BVCZ_1,148917.703125,31790.7469900279
20240815_67_BVCZ_1,148917.84375,31811.4025020665
20240815_67_BVCZ_1,148918.125,31894.9467836148
20240815_67_BVCZ_1,148918.21875,31937.6320523927
20240815_67_BVCZ_1,148918.390625,31955.3167991826
20240815_67_BVCZ_1,148918.625,31877.1000074375
20240815_67_BVCZ_1,148918.796875,31898.5161630269
20240815_67_BVCZ_1,148919.078125,31970.470856735
20240815_67_BVCZ_1,148919.171875,32030.9024578545
20240815_67_BVCZ_1,148919.328125,32049.217608003
20240815_67_BVCZ_1,148919.546875,31962.7569101935
20240815_67_BVCZ_1,148919.71875,31978.9100762394
20240815_67_BVCZ_1,148920.03125,32022.7066808012
20240815_67_BVCZ_1,148920.140625,32092.8928725795
20240815_67_BVCZ_1,148920.25,32129.8654311198
20240815_67_BVCZ_1,148920.46875,32023.263721817
20240815_67_BVCZ_1,148920.65625,32047.1684381414
20240815_67_BVCZ_1,148920.984375,32072.123624321
20240815_67_BVCZ_1,148921.109375,32150.125361935
20240815_67_BVCZ_1,148921.1875,32171.4727409142
20240815_67_BVCZ_1,148921.375,32065.8311844087
20240815_67_BVCZ_1,148921.609375,32087.7237561507
20240815_67_BVCZ_1,148921.921875,32124.66042064
20240815_67_BVCZ_1,148922.0625,32199.5999012161
20240815_67_BVCZ_1,148922.109375,32193.5473662337
20240815_67_BVCZ_1,148922.296875,32091.7504605948
20240815_67_BVCZ_1,148922.546875,32109.8990774478
20240815_67_BVCZ_1,148922.875,32120.3505354787
20240815_67_BVCZ_1,148923.015625,32180.873101689
20240815_67_BVCZ_1,148923.046875,32161.8850571814
20240815_67_BVCZ_1,148923.21875,32078.301742749
20240815_67_BVCZ_1,148923.484375,32092.8383927331
20240815_67_BVCZ_1,148923.84375,32099.977392489
20240815_67_BVCZ_1,148923.96875,32148.9041032709
20240815_67_BVCZ_1,148923.984375,32139.6359933276
20240815_67_BVCZ_1,148924.140625,32069.9198872856
20240815_67_BVCZ_1,148924.421875,32142.8624538388
20240815_67_BVCZ_1,148924.78125,32093.8744862685
20240815_67_BVCZ_1,148924.90625,32103.1872683684
20240815_67_BVCZ_1,148924.921875,32152.1170328583
20240815_67_BVCZ_1,148925.0625,32068.9384465057
20240815_67_BVCZ_1,148925.359375,32163.9681143779
20240815_67_BVCZ_1,148925.71875,32135.7753048704
20240815_67_BVCZ_1,148925.828125,32161.2255841294
20240815_67_BVCZ_1,148925.890625,32220.4842044654
20240815_67_BVCZ_1,148925.96875,32140.6538064265
20240815_67_BVCZ_1,148926.3125,32252.965604323
20240815_67_BVCZ_1,148926.671875,32213.1555522796
20240815_67_BVCZ_1,148926.765625,32239.8371599057
20240815_67_BVCZ_1,148926.84375,32279.6475877174
20240815_67_BVCZ_1,148926.890625,32199.7856175339
20240815_67_BVCZ_1,148927.234375,32313.9671246711
20240815_67_BVCZ_1,148927.640625,32240.288657724
20240815_67_BVCZ_1,148927.6875,32280.5567249942
20240815_67_BVCZ_1,148927.796875,32342.2751862374
20240815_67_BVCZ_1,148927.8125,32258.5189529465
20240815_67_BVCZ_1,148928.171875,32360.4693760202
20240815_67_BVCZ_1,148928.5625,32282.0605497416
20240815_67_BVCZ_1,148928.609375,32296.1289679402
20240815_67_BVCZ_1,148928.734375,32379.5200561585
20240815_67_BVCZ_1,148928.765625,32297.0013649887
20240815_67_BVCZ_1,148929.109375,32382.8735752677
20240815_67_BVCZ_1,148929.515625,32317.3987982301
20240815_67_BVCZ_1,148929.5625,32350.744711551
20240815_67_BVCZ_1,148929.65625,32442.1969847809
20240815_67_BVCZ_1,148929.71875,32371.2759739706
20240815_67_BVCZ_1,148930.046875,32481.3909619
20240815_67_BVCZ_1,148930.46875,32439.3060393953
20240815_67_BVCZ_1,148930.484375,32491.4159947198
20240815_67_BVCZ_1,148930.5625,32600.6977952929
20240815_67_BVCZ_1,148930.671875,32545.0730095547
20240815_67_BVCZ_1,148931,32628.4569111331
20240815_67_BVCZ_1,148931.40625,32599.5559314013
20240815_67_BVCZ_1,148931.40625,32677.6950647881
20240815_67_BVCZ_1,148931.5,32772.9125415607
20240815_67_BVCZ_1,148931.640625,32717.9496596729
20240815_67_BVCZ_1,148931.9375,32793.5346281513
20240815_67_BVCZ_1,148932.34375,32785.7129532129
20240815_67_BVCZ_1,148932.359375,32850.138448343
20240815_67_BVCZ_1,148932.421875,32931.512290109
20240815_67_BVCZ_1,148932.59375,32849.0058358419
20240815_67_BVCZ_1,148932.859375,32929.140367469
20240815_67_BVCZ_1,148933.28125,32945.6189661372
20240815_67_BVCZ_1,148933.3125,33029.3225059272
20240815_67_BVCZ_1,148933.328125,33094.0422050312
20240815_67_BVCZ_1,148933.546875,33053.3416264065
20240815_67_BVCZ_1,148933.828125,33135.734791527
20240815_67_BVCZ_1,148934.1875,33122.5800088642
20240815_67_BVCZ_1,148934.265625,33242.8907978473
20240815_67_BVCZ_1,148934.265625,33278.2778990633
20240815_67_BVCZ_1,148934.5,33295.3045472301
20240815_67_BVCZ_1,148934.75,33299.7049076619
20240815_67_BVCZ_1,148935.125,33255.481973863
20240815_67_BVCZ_1,148935.171875,33358.2191813467
20240815_67_BVCZ_1,148935.203125,33376.9710158347
20240815_67_BVCZ_1,148935.46875,33407.6606738541
20240815_67_BVCZ_1,148935.6875,33416.6276831795
20240815_67_BVCZ_1,148936.046875,33391.6812254949
20240815_67_BVCZ_1,148936.109375,33465.2096666588
20240815_67_BVCZ_1,148936.15625,33487.3505860502
20240815_67_BVCZ_1,148936.421875,33528.1596854833
20240815_67_BVCZ_1,148936.625,33544.0315077942
20240815_67_BVCZ_1,148936.984375,33518.5333137548
20240815_67_BVCZ_1,148937.015625,33583.9756431901
20240815_67_BVCZ_1,148937.109375,33643.5660792967
20240815_67_BVCZ_1,148937.390625,33661.8019788355
20240815_67_BVCZ_1,148937.5625,33663.68853732
20240815_67_BVCZ_1,148937.921875,33629.6551835833
20240815_67_BVCZ_1,148937.921875,33681.6768855446
20240815_67_BVCZ_1,148938.078125,33685.7404737
20240815_67_BVCZ_1,148938.34375,33737.4969903929
20240815_67_BVCZ_1,148938.515625,33773.4115195317
20240815_67_BVCZ_1,148938.84375,33696.6088554023
20240815_67_BVCZ_1,148938.84375,33748.6287127364
20240815_67_BVCZ_1,148939,33752.3292692046
20240815_67_BVCZ_1,148939.296875,33793.4501036047
20240815_67_BVCZ_1,148939.453125,33841.9438069127
20240815_67_BVCZ_1,148939.765625,33748.5262973616
20240815_67_BVCZ_1,148939.78125,33795.0226820973
20240815_67_BVCZ_1,148939.96875,33821.4666774885
20240815_67_BVCZ_1,148940.265625,33891.5578376665
20240815_67_BVCZ_1,148940.375,33943.8595173492
20240815_67_BVCZ_1,148940.703125,33835.3042360091
20240815_67_BVCZ_1,148940.703125,33859.7188661621
20240815_67_BVCZ_1,148940.90625,33891.7855219844
20240815_67_BVCZ_1,148941.21875,33989.2514077827
20240815_67_BVCZ_1,148941.328125,34057.1357772057
20240815_67_BVCZ_1,148941.609375,33956.0843496232
20240815_67_BVCZ_1,148941.640625,33975.838798345
20240815_67_BVCZ_1,148941.84375,33973.6949735262
20240815_67_BVCZ_1,148942.171875,34045.4816513541
20240815_67_BVCZ_1,148942.265625,34152.6045614586
20240815_67_BVCZ_1,148942.53125,34165.8592293053
20240815_67_BVCZ_1,148942.546875,34066.3864242503
20240815_67_BVCZ_1,148942.796875,34067.3688421945
20240815_67_BVCZ_1,148943.140625,34119.9343403096
20240815_67_BVCZ_1,148943.21875,34240.2371444244
20240815_67_BVCZ_1,148943.453125,34267.5119387733
20240815_67_BVCZ_1,148943.5,34191.1951742474
20240815_67_BVCZ_1,148943.75,34194.8882276627
20240815_67_BVCZ_1,148944.09375,34240.8052430308
20240815_67_BVCZ_1,148944.140625,34385.8703417458
20240815_67_BVCZ_1,148944.375,34424.8683093238
20240815_67_BVCZ_1,148944.421875,34358.627311737
20240815_67_BVCZ_1,148944.703125,34373.0275589982
20240815_67_BVCZ_1,148945.0625,34441.0540539223
20240815_67_BVCZ_1,148945.078125,34606.2566100738
20240815_67_BVCZ_1,148945.296875,34665.7047533573
20240815_67_BVCZ_1,148945.34375,34607.5922930126
20240815_67_BVCZ_1,148945.640625,34630.6258035271
20240815_67_BVCZ_1,148946.015625,34688.2985919879
20240815_67_BVCZ_1,148946.015625,34865.0119165872
20240815_67_BVCZ_1,148946.21875,34916.6461656922
20240815_67_BVCZ_1,148946.28125,34860.0174331539
20240815_67_BVCZ_1,148946.609375,34920.5400119154
20240815_67_BVCZ_1,148946.953125,34994.7909389142
20240815_67_BVCZ_1,148946.953125,35165.0272285156
20240815_67_BVCZ_1,148947.125,35211.8174645573
20240815_67_BVCZ_1,148947.21875,35152.4342995928
20240815_67_BVCZ_1,148947.546875,35225.5397352752
20240815_67_BVCZ_1,148947.890625,35314.4444889892
20240815_67_BVCZ_1,148947.90625,35473.9451827301
20240815_67_BVCZ_1,148948.046875,35516.0100036205
20240815_67_BVCZ_1,148948.140625,35446.2646405814
20240815_67_BVCZ_1,148948.5,35514.6535047401
20240815_67_BVCZ_1,148948.828125,35596.7134469978
