date,file,mass_ug,rt,area,r2,good_fit,fit_flag,peak_search,51_rt,51_raw_int,51_fit_int
20250805,20250805_RJ_SBR_Standard_60ug.csv,60.0,19.905106,22356.264737,0.993346,True,ok,primary,"[19.863333, 19.865, 19.866667, 19.868333, 19.87, 19.871667, 19.873333, 19.875, 19.876667, 19.878333, 19.88, 19.881667, 19.883333, 19.885, 19.886667, 19.888333, 19.89, 19.891667, 19.893333, 19.895, 19.896667, 19.898333, 19.9, 19.901667, 19.903333, 19.905, 19.906667, 19.908333, 19.91, 19.911667, 19.913333, 19.915, 19.916667, 19.918333, 19.92, 19.921667, 19.923333, 19.925, 19.926667, 19.928333, 19.93, 19.931667, 19.933333, 19.935, 19.936667, 19.938333, 19.94, 19.941667, 19.943333, 19.945, 19.946667]","[43730.0, 50030.0, 59954.0, 68202.0, 76238.0, 86938.0, 102610.0, 122466.0, 141365.0, 159245.0, 179653.0, 207550.0, 243532.0, 280306.0, 320224.0, 360445.0, 383061.0, 403669.0, 440818.0, 484740.0, 498431.0, 498986.0, 523817.0, 556661.0, 595164.0, 619288.0, 614623.0, 601691.0, 589060.0, 563890.0, 532011.0, 493828.0, 450159.0, 419898.0, 394929.0, 355509.0, 287118.0, 227578.0, 228811.0, 225106.0, 189195.0, 154191.0, 126660.0, 108818.0, 91677.0, 74011.0, 58130.0, 45998.0, 36757.0, 27519.0, 20282.0]","[38424.929531, 43473.205014, 49864.026498, 57843.874857, 67671.456126, 79607.890054, 93903.937907, 110784.428045, 130430.330944, 152959.259812, 178405.499866, 206700.962318, 237658.677544, 270960.54544, 306151.015108, 342638.147963, 379703.122238, 416518.67744, 452176.311262, 485721.285889, 516193.748093, 542673.598604, 564326.239867, 580446.05441, 590494.464018, 594129.709172, 591226.05269, 581880.902566, 566409.29127, 545326.147893, 519317.754489, 489204.593089, 455898.386495, 420356.461976, 383536.601844, 346355.301076, 309651.871691, 274160.181172, 240489.065796, 209111.700251, 180363.50648, 154447.606577, 131446.406364, 111337.655432, 94013.262555, 79299.231621, 66975.289129, 56793.060123, 48491.974149, 41812.409391, 36505.881601]"
20250805,20250805_RJ_SBR_Standard_90ug.csv,90.0,19.906845,28741.697176,0.995175,True,ok,primary,"[19.868333, 19.87, 19.871667, 19.873333, 19.875, 19.876667, 19.878333, 19.88, 19.881667, 19.883333, 19.885, 19.886667, 19.888333, 19.89, 19.891667, 19.893333, 19.895, 19.896667, 19.898333, 19.9, 19.901667, 19.903333, 19.905, 19.906667, 19.908333, 19.91, 19.911667, 19.913333, 19.915, 19.916667, 19.918333, 19.92, 19.921667, 19.923333, 19.925, 19.926667, 19.928333, 19.93, 19.931667, 19.933333, 19.935, 19.936667, 19.938333, 19.94, 19.941667, 19.943333, 19.945, 19.946667, 19.948333, 19.95, 19.951667]","[70431.0, 77552.0, 89400.0, 105066.0, 122220.0, 141660.0, 168290.0, 201719.0, 232512.0, 268237.0, 313746.0, 342165.0, 362476.0, 409162.0, 458034.0, 482576.0, 512397.0, 551772.0, 577714.0, 599330.0, 634690.0, 674128.0, 681619.0, 676901.0, 696828.0, 717868.0, 690804.0, 650809.0, 629923.0, 585516.0, 533300.0, 511118.0, 481138.0, 433599.0, 383524.0, 340749.0, 295869.0, 241645.0, 200181.0, 172848.0, 145024.0, 119610.0, 99142.0, 79900.0, 61968.0, 47983.0, 38479.0, 30749.0, 23061.0, 17416.0, 13868.0]","[47556.468974, 59493.666025, 73757.374316, 90591.237924, 110210.449976, 132785.654473, 158425.713976, 187160.23523, 218922.951492, 253537.213326, 290704.913405, 330000.14338, 370868.737151, 412634.589824, 454513.262181, 495632.906941, 535062.018091, 571842.951535, 605029.644135, 633727.520692, 657133.272247, 674572.05222, 685529.692644, 689677.796067, 686889.994766, 677248.254014, 661038.780702, 638737.822279, 610988.339201, 578569.145102, 542358.580304, 503295.078605, 462337.085574, 420424.689533, 378445.05372, 337203.32495, 297400.186491, 259616.672337, 224306.317256, 191794.22712, 162282.252315, 135859.156449, 112514.502927, 92154.930588, 74621.543364, 59707.277033, 47173.303594, 36763.764195, 28218.360419, 21282.560224, 15715.373141]"
20250807,20250807_RJ_SBR_Standard_60ug_2.csv,60.0,19.913491,16836.381594,0.996132,True,ok,primary,"[19.868333, 19.87, 19.871667, 19.873333, 19.875, 19.876667, 19.878333, 19.88, 19.881667, 19.883333, 19.885, 19.886667, 19.888333, 19.89, 19.891667, 19.893333, 19.895, 19.896667, 19.898333, 19.9, 19.901667, 19.903333, 19.905, 19.906667, 19.908333, 19.91, 19.911667, 19.913333, 19.915, 19.916667, 19.918333, 19.92, 19.921667, 19.923333, 19.925, 19.926667, 19.928333, 19.93, 19.931667, 19.933333, 19.935, 19.936667, 19.938333, 19.94, 19.941667, 19.943333, 19.945, 19.946667, 19.948333, 19.95, 19.951667]","[24473.0, 27175.0, 30573.0, 36579.0, 42972.0, 49224.0, 57200.0, 66434.0, 76821.0, 90901.0, 105872.0, 117879.0, 135106.0, 160198.0, 184280.0, 203589.0, 228720.0, 261983.0, 291735.0, 317063.0, 329581.0, 343600.0, 380648.0, 418943.0, 449037.0, 471071.0, 466388.0, 446136.0, 450328.0, 455564.0, 424261.0, 401175.0, 396485.0, 373402.0, 344596.0, 318306.0, 280344.0, 252066.0, 237029.0, 220491.0, 198985.0, 174564.0, 150596.0, 124602.0, 103015.0, 86224.0, 70186.0, 57535.0, 49172.0, 40762.0, 31175.0]","[27320.516275, 29522.138201, 32397.596231, 36100.41224, 40802.55589, 46691.370968, 53964.506507, 62822.62997, 73459.834777, 86051.838479, 100742.29369, 117627.786834, 136742.357764, 158042.608228, 181394.646829, 206564.210557, 233211.279843, 260890.346449, 289057.194938, 317082.629386, 344273.04473, 369897.150926, 393217.564547, 413525.450361, 430175.987691, 442622.206897, 450444.727314, 453375.143904, 451311.244124, 444322.851843, 432647.832331, 416678.577102, 396940.039587, 374061.03609, 348740.998608, 321714.62497, 293716.90091, 265450.777748, 237559.411623, 210604.356938, 185050.519857, 161258.081303, 139481.051723, 119871.668585, 102489.523061, 87314.118031, 74259.512135, 63189.777091, 53934.161101, 46301.078128, 40090.298818]"
20250807,20250807_RJ_SBR_Standard_90ug_2.csv,90.0,19.911458,24244.198394,0.994204,True,ok,primary,"[19.873333, 19.875, 19.876667, 19.878333, 19.88, 19.881667, 19.883333, 19.885, 19.886667, 19.888333, 19.89, 19.891667, 19.893333, 19.895, 19.896667, 19.898333, 19.9, 19.901667, 19.903333, 19.905, 19.906667, 19.908333, 19.91, 19.911667, 19.913333, 19.915, 19.916667, 19.918333, 19.92, 19.921667, 19.923333, 19.925, 19.926667, 19.928333, 19.93, 19.931667, 19.933333, 19.935, 19.936667, 19.938333, 19.94, 19.941667, 19.943333, 19.945, 19.946667, 19.948333, 19.95, 19.951667, 19.953333, 19.955, 19.956667]","[66904.0, 77607.0, 92269.0, 105790.0, 116500.0, 129983.0, 157949.0, 185098.0, 193981.0, 213349.0, 255865.0, 299706.0, 335104.0, 368823.0, 397565.0, 422741.0, 451596.0, 484240.0, 530661.0, 574824.0, 575698.0, 573090.0, 595004.0, 606123.0, 624756.0, 636679.0, 617048.0, 580872.0, 534135.0, 486208.0, 447090.0, 420744.0, 399380.0, 368108.0, 324772.0, 281783.0, 245805.0, 213102.0, 181770.0, 153824.0, 124800.0, 100688.0, 84542.0, 63076.0, 43080.0, 36172.0, 32056.0, 25472.0, 20292.0, 16052.0, 11852.0]","[47033.12886, 56829.283678, 68671.422839, 82800.316327, 99435.036954, 118757.260569, 140894.066496, 165900.109476, 193740.28022, 224274.166318, 257243.737642, 292265.682656, 328829.693734, 366303.731402, 403946.894648, 440930.008212, 476363.44509, 509331.083615, 538928.712457, 564304.70532, 584700.446959, 599487.848363, 608201.368334, 610562.265367, 606493.317542, 596122.926039, 579778.298053, 557968.214042, 531356.645393, 500729.130644, 466954.283618, 430943.057643, 393608.412314, 355827.833057, 318410.770996, 282072.549753, 247415.685834, 214918.95161, 184933.932088, 157688.335921, 133294.950616, 111764.8988, 93023.758089, 76929.139187, 63288.452598, 51875.804725, 42447.217871, 34753.635979, 28551.433409, 23610.368262, 19719.102388]"
20250808,20250808_RJ_SBR_Standard_23ug.csv,23.0,19.906121,6945.809156,0.996195,True,ok,primary,"[19.863333, 19.865, 19.866667, 19.868333, 19.87, 19.871667, 19.873333, 19.875, 19.876667, 19.878333, 19.88, 19.881667, 19.883333, 19.885, 19.886667, 19.888333, 19.89, 19.891667, 19.893333, 19.895, 19.896667, 19.898333, 19.9, 19.901667, 19.903333, 19.905, 19.906667, 19.908333, 19.91, 19.911667, 19.913333, 19.915, 19.916667, 19.918333, 19.92, 19.921667, 19.923333, 19.925, 19.926667, 19.928333, 19.93, 19.931667, 19.933333, 19.935, 19.936667, 19.938333, 19.94, 19.941667, 19.943333, 19.945, 19.946667]","[11485.0, 13061.0, 15564.0, 18221.0, 21554.0, 25892.0, 29511.0, 33306.0, 39181.0, 45706.0, 51912.0, 58679.0, 67936.0, 78423.0, 85640.0, 93341.0, 103799.0, 116764.0, 137289.0, 156997.0, 167040.0, 170303.0, 171376.0, 180589.0, 193789.0, 198820.0, 196003.0, 195839.0, 191629.0, 180101.0, 167279.0, 157493.0, 150564.0, 138669.0, 126626.0, 119144.0, 107322.0, 91360.0, 81357.0, 75207.0, 64421.0, 52463.0, 43904.0, 35916.0, 29079.0, 24472.0, 20088.0, 15648.0, 12884.0, 10744.0, 8383.0]","[12060.03341, 13190.683847, 14668.214851, 16570.393461, 18983.179977, 21998.557911, 25711.240815, 30214.18134, 35592.902077, 41918.787757, 49241.61669, 57581.753823, 66922.562386, 77203.696976, 88315.998693, 100098.705587, 112339.60708, 124778.605354, 137114.905695, 149017.758285, 160140.342697, 170136.057628, 178676.190584, 185467.73202, 190269.996591, 192908.739861, 193286.616729, 191389.106408, 187285.401125, 181124.182733, 173124.646634, 163563.528577, 152759.204524, 141054.135455, 128797.000584, 116325.80309, 103953.056699, 91953.89643, 80557.637847, 69942.974633, 60236.69035, 51515.496676, 43810.417507, 37113.025735, 31382.80653, 26554.957949, 22548.031171, 19270.939478, 16629.008227, 14528.880073, 12882.217099]"
20250811,20250811_RJ_SBR_Standard_49ug.csv,49.0,19.881638,13658.678751,0.997297,True,ok,primary,"[19.841667, 19.843333, 19.845, 19.846667, 19.848333, 19.85, 19.851667, 19.853333, 19.855, 19.856667, 19.858333, 19.86, 19.861667, 19.863333, 19.865, 19.866667, 19.868333, 19.87, 19.871667, 19.873333, 19.875, 19.876667, 19.878333, 19.88, 19.881667, 19.883333, 19.885, 19.886667, 19.888333, 19.89, 19.891667, 19.893333, 19.895, 19.896667, 19.898333, 19.9, 19.901667, 19.903333, 19.905, 19.906667, 19.908333, 19.91, 19.911667, 19.913333, 19.915, 19.916667, 19.918333, 19.92, 19.921667, 19.923333, 19.925]","[24794.0, 29591.0, 36426.0, 43331.0, 49485.0, 56975.0, 67586.0, 82460.0, 97640.0, 113956.0, 128954.0, 143458.0, 163712.0, 182660.0, 199284.0, 219457.0, 235943.0, 250991.0, 274632.0, 304871.0, 324902.0, 330617.0, 328168.0, 324498.0, 333010.0, 346693.0, 342341.0, 328388.0, 311458.0, 296082.0, 290074.0, 276434.0, 250704.0, 225488.0, 203303.0, 178573.0, 157130.0, 137616.0, 115679.0, 100960.0, 89152.0, 72720.0, 59146.0, 49887.0, 40706.0, 32099.0, 25108.0, 20850.0, 17201.0, 12908.0, 9815.0]","[20864.552872, 25340.230597, 30814.315201, 37424.033714, 45302.104213, 54569.309457, 65325.929337, 77642.358819, 91549.381179, 107028.698465, 124004.426094, 142336.319744, 161815.505431, 182163.416785, 203034.502077, 224023.049847, 244674.207117, 264498.947305, 282992.412613, 299654.738943, 314013.203155, 325644.343142, 334194.615394, 339398.187331, 341090.616063, 339217.431779, 333837.000707, 325117.457724, 313327.93352, 298824.714883, 282033.330869, 263427.820491, 243508.587842, 222780.278933, 201731.024815, 180814.203038, 160433.599001, 140932.53101, 122587.170463, 105603.972851, 90120.862156, 76211.599986, 63892.631844, 53131.638625, 43857.026408, 35967.650641, 29342.176996, 23847.613974, 19346.695565, 15703.931867, 12790.27047]"
20250826,20250826_RJ_SBR_Standard_97ug.csv,97.0,19.926698,29514.844727,0.995389,True,ok,primary,"[19.883333, 19.885, 19.886667, 19.888333, 19.89, 19.891667, 19.893333, 19.895, 19.896667, 19.898333, 19.9, 19.901667, 19.903333, 19.905, 19.906667, 19.908333, 19.91, 19.911667, 19.913333, 19.915, 19.916667, 19.918333, 19.92, 19.921667, 19.923333, 19.925, 19.926667, 19.928333, 19.93, 19.931667, 19.933333, 19.935, 19.936667, 19.938333, 19.94, 19.941667, 19.943333, 19.945, 19.946667, 19.948333, 19.95, 19.951667, 19.953333, 19.955, 19.956667, 19.958333, 19.96, 19.961667, 19.963333, 19.965, 19.966667]","[49207.0, 57856.0, 67168.0, 76807.0, 90104.0, 106013.0, 124629.0, 143303.0, 159528.0, 182658.0, 210311.0, 245880.0, 289626.0, 328430.0, 365246.0, 406339.0, 439039.0, 456394.0, 488645.0, 561280.0, 634912.0, 670940.0, 676338.0, 683077.0, 735037.0, 779220.0, 762010.0, 747650.0, 727828.0, 687575.0, 687647.0, 676152.0, 622292.0, 583588.0, 552589.0, 499410.0, 449549.0, 412077.0, 374346.0, 319906.0, 266143.0, 231309.0, 203197.0, 167908.0, 132260.0, 104149.0, 81138.0, 64772.0, 52282.0, 40027.0, 31061.0]","[40098.152086, 46228.277526, 53930.305059, 63484.116483, 75183.948225, 89328.33943, 106207.045316, 126085.031792, 149183.939488, 175661.710494, 205591.385153, 238940.368481, 275551.70065, 315129.007294, 357226.819962, 401247.820121, 446448.259587, 491952.350546, 536775.822432, 579858.152188, 620102.246374, 656419.656104, 687778.811239, 713253.335915, 732067.308125, 743634.385779, 747588.048838, 743800.781737, 732390.79554, 713715.79545, 688354.252096, 657075.544603, 620801.125004, 580559.436893, 537437.658274, 492533.408519, 446909.369312, 401553.352843, 357345.761169, 315035.685866, 275226.168826, 238368.451801, 204764.441912, 174576.154893, 147840.591099, 124488.356236, 104364.34803, 87248.967049, 72878.541922, 60963.949865, 51206.727263]"
20251008,20251008_RJ_SBR_Standard_250ug.csv,250.0,19.898951,69327.706675,0.988948,True,ok,primary,"[19.856667, 19.858333, 19.86, 19.861667, 19.863333, 19.865, 19.866667, 19.868333, 19.87, 19.871667, 19.873333, 19.875, 19.876667, 19.878333, 19.88, 19.881667, 19.883333, 19.885, 19.886667, 19.888333, 19.89, 19.891667, 19.893333, 19.895, 19.896667, 19.898333, 19.9, 19.901667, 19.903333, 19.905, 19.906667, 19.908333, 19.91, 19.911667, 19.913333, 19.915, 19.916667, 19.918333, 19.92, 19.921667, 19.923333, 19.925, 19.926667, 19.928333, 19.93, 19.931667, 19.933333, 19.935, 19.936667, 19.938333, 19.94]","[146998.0, 168484.0, 192485.0, 221777.0, 262810.0, 304924.0, 351428.0, 412837.0, 469444.0, 533709.0, 604272.0, 657213.0, 737339.0, 823277.0, 885253.0, 954740.0, 1051185.0, 1148159.0, 1209538.0, 1287277.0, 1418349.0, 1508815.0, 1563352.0, 1638682.0, 1693818.0, 1711873.0, 1683452.0, 1646914.0, 1628992.0, 1655324.0, 1644061.0, 1525449.0, 1398024.0, 1312285.0, 1247336.0, 1137970.0, 995392.0, 862082.0, 743387.0, 658575.0, 569951.0, 454026.0, 357211.0, 292084.0, 229580.0, 176636.0, 138560.0, 107832.0, 83044.0, 63111.0, 47666.0]","[96072.061224, 114309.94468, 136741.534358, 163996.508022, 196707.89663, 235484.331208, 280876.640057, 333339.649321, 393190.619295, 460566.336251, 535381.418284, 617290.82011, 705659.770906, 799544.393094, 897685.984911, 998521.384859, 1100210.979576, 1200684.808643, 1297705.932751, 1388948.866322, 1472089.552332, 1544902.204538, 1605357.48333, 1651716.008466, 1682611.214253, 1697116.045717, 1694788.95489, 1675696.013012, 1640407.593517, 1589969.858188, 1525853.03541, 1449880.058315, 1364140.394079, 1270894.740109, 1172476.629062, 1071196.862097, 969256.116111, 868670.12483, 771210.624526, 678363.908776, 591307.480544, 510904.040606, 437711.002658, 372002.941929, 313803.897473, 262926.258455, 219013.044424, 181580.690608, 150059.911065, 123832.769773, 102264.680104]"
20251008,20251008_RJ_SBR_Standard_60ug.csv,60.0,19.890348,15175.833342,0.935149,True,ok,primary,"[19.855, 19.856667, 19.858333, 19.86, 19.861667, 19.863333, 19.865, 19.866667, 19.868333, 19.87, 19.871667, 19.873333, 19.875, 19.876667, 19.878333, 19.88, 19.881667, 19.883333, 19.885, 19.886667, 19.888333, 19.89, 19.891667, 19.893333, 19.895, 19.896667, 19.898333, 19.9, 19.901667, 19.903333, 19.905, 19.906667, 19.908333, 19.91, 19.911667, 19.913333, 19.915, 19.916667, 19.918333, 19.92, 19.921667, 19.923333, 19.925, 19.926667, 19.928333, 19.93, 19.931667, 19.933333, 19.935, 19.936667, 19.938333]","[41784.0, 50268.0, 58276.0, 68112.0, 80440.0, 91841.0, 105564.0, 124304.0, 143165.0, 164030.0, 183852.0, 202144.0, 225645.0, 242792.0, 262344.0, 287110.0, 242575.0, 198528.0, 271303.0, 291849.0, 210188.0, 224132.0, 281927.0, 270632.0, 295289.0, 335728.0, 325369.0, 304525.0, 279296.0, 237226.0, 203775.0, 201340.0, 191002.0, 162309.0, 136593.0, 121416.0, 107034.0, 88214.0, 65403.0, 48456.0, 40258.0, 26338.0, 17914.0, 21589.0, 20852.0, 16805.0, 13554.0, 10222.0, 7677.0, 5808.0, 4605.0]","[35613.639204, 45363.047985, 56170.769377, 68030.498007, 80909.463332, 94745.48695, 109444.788114, 124880.749157, 140893.828203, 157292.76695, 173857.18752, 190341.606272, 206480.817546, 221996.520775, 236604.985498, 250025.476044, 261989.096635, 272247.673434, 280582.266751, 286810.907006, 290795.173253, 292445.282256, 291723.426891, 288645.190497, 283278.963299, 275743.391417, 266202.991358, 254862.156327, 241957.859258, 227751.41603, 212519.707766, 196546.271842, 180112.657523, 163490.406262, 146933.962069, 130674.748885, 114916.574808, 99832.443153, 85562.772844, 72214.960414, 59864.156629, 48555.085064, 38304.699221, 29105.459184, 20929.007393, 13730.034174, 7450.144705, 2021.567458, -2629.423076, -6579.462103, -9905.487611]"
20251015,20251015_RJ_SBR_Standard_200ug_15K_min.csv,200.0,19.886935,52407.258701,0.990311,True,ok,primary,"[19.843333, 19.845, 19.846667, 19.848333, 19.85, 19.851667, 19.853333, 19.855, 19.856667, 19.858333, 19.86, 19.861667, 19.863333, 19.865, 19.866667, 19.868333, 19.87, 19.871667, 19.873333, 19.875, 19.876667, 19.878333, 19.88, 19.881667, 19.883333, 19.885, 19.886667, 19.888333, 19.89, 19.891667, 19.893333, 19.895, 19.896667, 19.898333, 19.9, 19.901667, 19.903333, 19.905, 19.906667, 19.908333, 19.91, 19.911667, 19.913333, 19.915, 19.916667, 19.918333, 19.92, 19.921667, 19.923333, 19.925, 19.926667]","[99364.0, 115377.0, 125871.0, 142276.0, 171933.0, 201853.0, 229448.0, 268714.0, 309583.0, 356110.0, 415044.0, 455683.0, 494196.0, 549450.0, 622348.0, 697173.0, 761514.0, 850440.0, 947793.0, 1012340.0, 1059226.0, 1111413.0, 1177523.0, 1244561.0, 1324700.0, 1379932.0, 1357292.0, 1330712.0, 1337300.0, 1307364.0, 1275544.0, 1271546.0, 1196498.0, 1103252.0, 1034762.0, 954397.0, 853937.0, 750556.0, 641839.0, 533012.0, 441561.0, 367242.0, 307991.0, 255800.0, 208584.0, 168190.0, 127390.0, 92561.0, 69668.0, 53981.0, 41319.0]","[71472.422561, 81088.851015, 93340.281495, 108741.30691, 127844.897071, 151226.018666, 179459.091173, 213089.212265, 252597.609634, 298362.395585, 350616.372947, 409404.304974, 474542.643323, 545585.125279, 621797.82487, 702147.106065, 785303.43825, 869663.187025, 953389.32073, 1034470.551507, 1110796.875468, 1180247.935394, 1240789.262329, 1290570.416375, 1328018.475149, 1351920.301473, 1361487.594196, 1356399.857654, 1336822.022702, 1303395.367981, 1257202.438487, 1199708.638375, 1132684.893161, 1058117.07102, 978108.611624, 894782.982938, 810192.185711, 726236.625928, 644600.398481, 566704.522521, 493679.10185, 426353.90515, 365265.59764, 310678.898161, 262618.331021, 220906.995466, 185208.855618, 155071.40071, 129966.062945, 109324.426466, 92568.93795]"
20251105,20251105_RJ_SBR_Standard_151ug.csv,151.0,19.92056,33641.845556,0.99284,True,ok,primary,"[19.88, 19.881667, 19.883333, 19.885, 19.886667, 19.888333, 19.89, 19.891667, 19.893333, 19.895, 19.896667, 19.898333, 19.9, 19.901667, 19.903333, 19.905, 19.906667, 19.908333, 19.91, 19.911667, 19.913333, 19.915, 19.916667, 19.918333, 19.92, 19.921667, 19.923333, 19.925, 19.926667, 19.928333, 19.93, 19.931667, 19.933333, 19.935, 19.936667, 19.938333, 19.94, 19.941667, 19.943333, 19.945, 19.946667, 19.948333, 19.95, 19.951667, 19.953333, 19.955, 19.956667, 19.958333, 19.96, 19.961667, 19.963333]","[81824.0, 92943.0, 105826.0, 122810.0, 140831.0, 156175.0, 181084.0, 218706.0, 248845.0, 273559.0, 307510.0, 352207.0, 405701.0, 457683.0, 497668.0, 527787.0, 573293.0, 615774.0, 659463.0, 743300.0, 797682.0, 797569.0, 819150.0, 864624.0, 906873.0, 932534.0, 901300.0, 847015.0, 828644.0, 811223.0, 755824.0, 672180.0, 621645.0, 611216.0, 562456.0, 489069.0, 431306.0, 371387.0, 308217.0, 257972.0, 218959.0, 181998.0, 147738.0, 119598.0, 97585.0, 79849.0, 64204.0, 49023.0, 37433.0, 29940.0, 23485.0]","[58712.960445, 67980.915019, 79550.335962, 93797.896287, 111105.498985, 131842.36072, 156343.045274, 184882.035101, 217645.882806, 254704.446946, 295983.138961, 341238.434422, 390039.075506, 441755.363219, 495558.672539, 550432.808805, 605198.074732, 658547.979643, 709097.470293, 755440.49309, 796213.721305, 830162.509049, 856204.664265, 873487.536328, 881434.223045, 879775.40545, 868564.360179, 848173.982273, 819276.050431, 782804.342863, 739904.428144, 691873.894812, 640097.361491, 585980.784203, 530889.352745, 476092.689715, 422720.21514, 371728.520196, 323881.517905, 279743.114273, 239681.260777, 203881.573502, 172368.271155, 145029.999284, 121648.150752, 101925.522393, 85513.512038, 72036.501656, 61112.536942, 52369.855068, 45459.196051]"
20251125,20251125_RJ_SBR_Standard_105ug.csv,105.0,20.975873,19666.211939,0.99614,True,ok,shifted,"[20.933333, 20.935, 20.936667, 20.938333, 20.94, 20.941667, 20.943333, 20.945, 20.946667, 20.948333, 20.95, 20.951667, 20.953333, 20.955, 20.956667, 20.958333, 20.96, 20.961667, 20.963333, 20.965, 20.966667, 20.968333, 20.97, 20.971667, 20.973333, 20.975, 20.976667, 20.978333, 20.98, 20.981667, 20.983333, 20.985, 20.986667, 20.988333, 20.99, 20.991667, 20.993333, 20.995, 20.996667, 20.998333, 21.0, 21.001667, 21.003333, 21.005, 21.006667, 21.008333, 21.01, 21.011667, 21.013333, 21.015, 21.016667]","[59197.0, 65415.0, 74436.0, 86878.0, 95657.0, 105194.0, 117781.0, 130004.0, 145839.0, 159700.0, 174708.0, 201431.0, 228570.0, 246715.0, 268802.0, 297959.0, 315371.0, 325794.0, 355258.0, 379258.0, 385164.0, 395748.0, 416813.0, 436555.0, 448764.0, 450829.0, 438044.0, 437832.0, 440116.0, 424095.0, 418729.0, 420896.0, 401989.0, 371816.0, 338831.0, 309336.0, 281866.0, 263724.0, 247247.0, 224356.0, 203751.0, 182973.0, 161151.0, 139342.0, 118064.0, 101349.0, 90449.0, 77080.0, 62649.0, 52524.0, 43854.0]","[51364.231477, 58053.732395, 65909.803274, 75043.4379, 85554.710171, 97526.927898, 111020.354674, 126065.749864, 142658.036046, 160750.45169, 180249.578751, 201011.644779, 222840.482713, 245487.486118, 268653.82238, 291995.06334, 315128.266369, 337641.395929, 359104.825611, 379084.513951, 397156.315746, 412920.78507, 426017.756692, 436139.966528, 443044.993533, 446564.875493, 446612.866309, 443186.955212, 436369.94857, 426326.109642, 413294.546663, 397579.720838, 379539.600254, 359572.102763, 338100.543234, 315558.824577, 292377.088124, 268968.471276, 245717.516382, 222970.644129, 201028.958575, 180143.500728, 160512.924124, 142283.438398, 125550.762577, 110363.753233, 96729.325787, 84618.269522, 73971.565642, 64706.848643, 56724.699125]"
20251125,20251125_RJ_SBR_Standard_49ug.csv,49.0,20.836088,8327.732432,0.993508,True,ok,shifted,"[20.798333, 20.8, 20.801667, 20.803333, 20.805, 20.806667, 20.808333, 20.81, 20.811667, 20.813333, 20.815, 20.816667, 20.818333, 20.82, 20.821667, 20.823333, 20.825, 20.826667, 20.828333, 20.83, 20.831667, 20.833333, 20.835, 20.836667, 20.838333, 20.84, 20.841667, 20.843333, 20.845, 20.846667, 20.848333, 20.85, 20.851667, 20.853333, 20.855, 20.856667, 20.858333, 20.86, 20.861667, 20.863333, 20.865, 20.866667, 20.868333, 20.87, 20.871667, 20.873333, 20.875, 20.876667, 20.878333, 20.88, 20.881667]","[35083.0, 40390.0, 44330.0, 49387.0, 54638.0, 60084.0, 67535.0, 74895.0, 82007.0, 91724.0, 99756.0, 108960.0, 125311.0, 141957.0, 151022.0, 149321.0, 151282.0, 162853.0, 168076.0, 175848.0, 188973.0, 188813.0, 182972.0, 182024.0, 189273.0, 196537.0, 193401.0, 186655.0, 177474.0, 166272.0, 152423.0, 139064.0, 132680.0, 123186.0, 110479.0, 100913.0, 92868.0, 87023.0, 79367.0, 70470.0, 62553.0, 53928.0, 47106.0, 42734.0, 37128.0, 30661.0, 26117.0, 22045.0, 18610.0, 16461.0, 13953.0]","[31175.942383, 35524.581642, 40493.912936, 46112.685163, 52397.489126, 59349.96173, 66954.16504, 75174.309944, 83953.000992, 93210.174444, 102842.884249, 112726.060031, 122714.317843, 132644.850107, 142341.358819, 151618.929644, 160289.678735, 168168.94399, 175081.743278, 180869.188232, 185394.527318, 188548.498078, 190253.69636, 190467.718645, 189184.899379, 186436.54394, 182289.643846, 176844.147837, 170228.944031, 162596.778599, 154118.390501, 144976.176115, 135357.71047, 125449.443175, 115430.858677, 105469.345539, 95715.962072, 86302.221115, 77337.949911, 68910.217016, 61083.261014, 53899.308892, 47380.137302, 41529.208567, 36334.204944, 31769.788244, 27800.425411, 24383.14182, 21470.09012, 19010.851011, 16954.410967]"
