RT,PET_mz105_signal_1,PET_mz105_signal_2
16.89921667,78176.000,15002.000
16.90403333,79080.000,16105.000
16.90885,85792.000,15299.000
16.91365,89304.000,15009.000
16.91846667,99216.000,13693.000
16.92328333,108664.000,12757.000
16.9281,122920.000,12309.000
16.93291667,134464.000,11757.000
16.93773333,142592.000,10540.000
16.94255,150144.000,9414.000
16.94736667,161984.000,10603.000
16.95218333,168896.000,8578.000
16.957,177856.000,7931.000
16.96181667,179072.000,9506.000
16.96663333,186816.000,8257.000
16.97145,193856.000,7378.000
16.97625,198912.000,7313.000
16.98106667,195200.000,6611.000
16.98588333,197056.000,5781.000
16.9907,193728.000,5080.000
16.99551667,182272.000,4708.000
17.00033333,169856.000,4595.000
